UNIQUE_READS_PERCENT, POLICY, READ_WRITES, CACHE_SIZE, RAM_SIZE, HIT, MISS, RATIO,TIME ns
10.0,FIFO, 2001,10,1000,104 ,896, 0.104,30.99966049194336
10.0,LRU, 2001,10,1000,112 ,888, 0.112,31.697511672973633
10.0,LFU, 2001,10,1000,110 ,890, 0.11,30.37118911743164
10.0,FIFO, 2001,10,1000,114 ,886, 0.114,27.01425552368164
10.0,LRU, 2001,10,1000,96 ,904, 0.096,28.3050537109375
10.0,LFU, 2001,10,1000,97 ,903, 0.097,27.782917022705078
10.0,FIFO, 2001,10,1000,96 ,904, 0.096,27.58026123046875
10.0,LRU, 2001,10,1000,107 ,893, 0.107,25.107145309448242
10.0,LFU, 2001,10,1000,108 ,892, 0.108,12.547016143798828
10.0,FIFO, 2001,10,1000,107 ,893, 0.107,15.644311904907227
10.0,LRU, 2001,10,1000,89 ,911, 0.089,15.657186508178711
10.0,LFU, 2001,10,1000,86 ,914, 0.086,0.0
10.0,FIFO, 2001,10,1000,89 ,911, 0.089,20.37334442138672
10.0,LRU, 2001,10,1000,96 ,904, 0.096,11.533498764038086
10.0,LFU, 2001,10,1000,111 ,889, 0.111,15.678167343139648
10.0,FIFO, 2001,10,1000,96 ,904, 0.096,15.627622604370117
10.0,LRU, 2001,10,1000,110 ,890, 0.11,15.625476837158203
10.0,LFU, 2001,10,1000,109 ,891, 0.109,15.62356948852539
10.0,FIFO, 2001,10,1000,110 ,890, 0.11,15.625
10.0,LRU, 2001,10,1000,101 ,899, 0.101,16.04628562927246
10.0,LFU, 2001,10,1000,90 ,910, 0.09,15.683174133300781
10.0,FIFO, 2001,10,1000,101 ,899, 0.101,15.633106231689453
10.0,LRU, 2001,10,1000,102 ,898, 0.102,0.0
10.0,LFU, 2001,10,1000,111 ,889, 0.111,0.0
10.0,FIFO, 2001,10,1000,102 ,898, 0.102,0.0
10.0,LRU, 2001,10,1000,90 ,910, 0.09,15.62952995300293
10.0,LFU, 2001,10,1000,94 ,906, 0.094,25.44116973876953
10.0,FIFO, 2001,10,1000,90 ,910, 0.09,13.000249862670898
10.0,LRU, 2001,10,1000,90 ,910, 0.09,0.7879734039306641
10.0,LFU, 2001,10,1000,107 ,893, 0.107,15.049219131469727
10.0,FIFO, 2001,10,1000,90 ,910, 0.09,15.677928924560547
10.0,LRU, 2001,10,1000,89 ,911, 0.089,15.60068130493164
10.0,LFU, 2001,10,1000,85 ,915, 0.085,15.617847442626953
10.0,FIFO, 2001,10,1000,89 ,911, 0.089,16.078710556030273
10.0,LRU, 2001,10,1000,108 ,892, 0.108,15.678882598876953
10.0,LFU, 2001,10,1000,104 ,896, 0.104,15.607595443725586
10.0,FIFO, 2001,10,1000,108 ,892, 0.108,15.640497207641602
10.0,LRU, 2001,10,1000,91 ,909, 0.091,15.625715255737305
10.0,LFU, 2001,10,1000,96 ,904, 0.096,0.0
10.0,FIFO, 2001,10,1000,91 ,909, 0.091,0.0
10.0,LRU, 2001,10,1000,101 ,899, 0.101,19.144058227539062
10.0,LFU, 2001,10,1000,99 ,901, 0.099,12.54725456237793
10.0,FIFO, 2001,10,1000,101 ,899, 0.101,15.677213668823242
10.0,LRU, 2001,10,1000,117 ,883, 0.117,15.624523162841797
10.0,LFU, 2001,10,1000,92 ,908, 0.092,15.625715255737305
10.0,FIFO, 2001,10,1000,117 ,883, 0.117,15.625
10.0,LRU, 2001,10,1000,101 ,899, 0.101,15.625
10.0,LFU, 2001,10,1000,91 ,909, 0.091,16.098499298095703
10.0,FIFO, 2001,10,1000,101 ,899, 0.101,15.659570693969727
10.0,LRU, 2001,10,1000,99 ,901, 0.099,15.642642974853516
10.0,LFU, 2001,10,1000,90 ,910, 0.09,15.62356948852539
10.0,FIFO, 2001,10,1000,99 ,901, 0.099,0.0
10.0,LRU, 2001,10,1000,100 ,900, 0.1,15.620708465576172
10.0,LFU, 2001,10,1000,105 ,895, 0.105,15.552043914794922
10.0,FIFO, 2001,10,1000,100 ,900, 0.1,15.64478874206543
10.0,LRU, 2001,10,1000,115 ,885, 0.115,15.657901763916016
10.0,LFU, 2001,10,1000,112 ,888, 0.112,15.61117172241211
10.0,FIFO, 2001,10,1000,115 ,885, 0.115,15.620231628417969
10.0,LRU, 2001,10,1000,101 ,899, 0.101,15.644073486328125
10.0,LFU, 2001,10,1000,94 ,906, 0.094,22.176742553710938
10.0,FIFO, 2001,10,1000,101 ,899, 0.101,9.547948837280273
